Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0,0,0.0510765329857644,0,0,0,79.3945245858017,4.98393702962181,1.91973549448359E-32,-2.85928996573851E-21,4.98393702962181,-6.66349314846052E-18,9.8186397110035,0,0,0,0,0,0,package://infergy/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://infergy/meshes/base_link.STL,,base_plate-1,Coordinate System6,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,-4.25969318994524E-05,0.22482607118716,3.28927082688946E-05,0,0,0,42.4032183306581,4.50890897419026,-0.000216435482029465,0.000222425633857992,1.38090817253925,0.000167128214450409,4.50902659526784,0,0,0,0,0,0,package://infergy/meshes/link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://infergy/meshes/link1.STL,,revolve_plate-1,Origin_rev1,Axis_rev1,rev1,continuous,0,0,0.1,1.5708,0,1.8169,base_link,0,1,0,0,0,0,3.14,,,,,,,,
link2,0.00235685893503057,0.618985917366044,0.00359502003122458,0,0,0,22.461269494883,2.01017285081223,0.000139271672549591,-0.00578769749890506,0.0900595301809686,0.000212437174391792,2.00513897884739,0,0,0,0,0,0,package://infergy/meshes/link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://infergy/meshes/link2.STL,,prismatic_rod-1;rod_cover-1,Origin_prism2,Axis_prism2,prism2,prismatic,0,0.2,0,0,0.9905,0,link1,0,1,0,0,0,0,1,,,,,,,,
link3,0.548973051492322,-0.0184160496962614,0.00758118055783608,0,0,0,7.40354002036845,0.0374912716131671,0.0293299662429915,-4.44089209850063E-16,0.782990054819416,5.55111512312578E-17,0.754914246556592,0,0,0,0,0,0,package://infergy/meshes/link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://infergy/meshes/link3.STL,,rev_link-1,Origin_rev3,Axis_rev3,rev3,continuous,0.087723,1.06,0.13381,-2.1511,0.011486,-1.5783,link2,0,0,1,0,0,0,3.14,,,,,,,,
link4,0.210787481970997,0.153346085635631,-0.000658297256135087,0,0,0,3.05467924135365,0.00393838196136871,1.009392222584E-16,-5.39308630452942E-05,0.0581135578970605,3.49655200626575E-18,0.0566698306494639,0,0,0,0,0,0,package://infergy/meshes/link4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://infergy/meshes/link4.STL,,rev_link2-1,Origin_rev4,Axis_rev4,rev4,continuous,0.90889,0.063407,0.0075812,3.1416,1.4872,-0.027469,link3,0,1,0,0,0,0,3.14,,,,,,,,
